"","Target","ResponseId","PROLIFIC_PID","ranking_1","ranking_2","ranking_3","ranking_4","ranking_5","ranking_6","ranking_7","ranking_8","ranking_9","ranking_10","Condition","gender","age","ethnicity","education","name","Advice","url.0.URL","url.1.URL","url.2.URL","url.3.URL","url.4.URL","url.5.URL","url.6.URL","url.7.URL","url.8.URL","url.9.URL","finalRank"
"49","F_1hGB5DuTOaOCGsE","R_e4HqAvwyexHWfJv","5dceca2541afe801a32e27ac","9","5","7","8","4","3","2","1","6","10","Accurate","Female",78,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","3_advice",7,"F_1gpywMhp6rK6IUY","F_1ezR34bv5nNEhLY","F_1hGB5DuTOaOCGsE","F_1NaaAojAuyPxT8k","F_1LwiPfy6dIh9SRq","F_1LC3xa0eqEaRlyU","F_1LNbhp7By5V2P9z","F_1ghdLASNWhsSnP5","F_1QbwEf4Nbyt0CrA","F_1dFasm2Tcbncr9Y",4
"50","F_1hGB5DuTOaOCGsE","R_1lsqWsJWpN2fwwv","55cb5f66fdf99b2da2a053af","10","1","6","5","9","4","3","8","2","7","Accurate","Female",30,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","10_advice",7,"F_1QbwEf4Nbyt0CrA","F_1LC3xa0eqEaRlyU","F_1gpywMhp6rK6IUY","F_1LNbhp7By5V2P9z","F_1dFasm2Tcbncr9Y","F_1LwiPfy6dIh9SRq","F_1NaaAojAuyPxT8k","F_1ezR34bv5nNEhLY","F_1ghdLASNWhsSnP5","F_1hGB5DuTOaOCGsE",4
"51","F_1hGB5DuTOaOCGsE","R_3Ojhd1E5Lab6scB","5debf648a20dbe2ee18953a9","7","3","2","6","10","9","4","1","5","8","Accurate","Female",48,"White or Caucasian","High school diploma or GED","1_advice",7,"F_1hGB5DuTOaOCGsE","F_1LwiPfy6dIh9SRq","F_1NaaAojAuyPxT8k","F_1QbwEf4Nbyt0CrA","F_1gpywMhp6rK6IUY","F_1dFasm2Tcbncr9Y","F_1ghdLASNWhsSnP5","F_1LNbhp7By5V2P9z","F_1LC3xa0eqEaRlyU","F_1ezR34bv5nNEhLY",4
"52","F_1hJZqTl8MA7HPUq","R_2YohZ1w6Y2PGffR","5fb3d71c3144730009fe4a7b","7","1","4","9","2","6","5","8","10","3","Accurate","Female",53,"Black or African American","Bachelor’s degree","1_advice",6,"F_1hJZqTl8MA7HPUq","F_1mf0eh5BWIr0Sg5","F_1jWgE6Xc6XpSFIJ","F_1ikThkbbMIMMH0I","F_1k0T4yHXh6oltUO","F_25EoTM2h4cFmj5U","F_24P3Bk4Nz9Nk3OZ","F_1o0Y2nbMjXZ1Jls","F_21FycR1TezOTMM1","F_1okjeLNnnE0ptZi",6
"53","F_1hJZqTl8MA7HPUq","R_2xxHsmMAtbx27lt","5a0d9553fe645f0001e9f852","2","8","9","3","6","7","1","4","5","10","Accurate","Female",55,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",7,"F_1jWgE6Xc6XpSFIJ","F_21FycR1TezOTMM1","F_24P3Bk4Nz9Nk3OZ","F_1mf0eh5BWIr0Sg5","F_1k0T4yHXh6oltUO","F_1hJZqTl8MA7HPUq","F_1okjeLNnnE0ptZi","F_1o0Y2nbMjXZ1Jls","F_1ikThkbbMIMMH0I","F_25EoTM2h4cFmj5U",6
"54","F_1hJZqTl8MA7HPUq","R_8bTYc4YNNl47QPL","600319e3a3b1a337cab57a3e","4","3","9","2","6","10","7","8","5","1","Accurate","Female",64,"White or Caucasian","Associates or technical degree","7_advice",7,"F_1okjeLNnnE0ptZi","F_1jWgE6Xc6XpSFIJ","F_1ikThkbbMIMMH0I","F_1k0T4yHXh6oltUO","F_25EoTM2h4cFmj5U","F_21FycR1TezOTMM1","F_1hJZqTl8MA7HPUq","F_24P3Bk4Nz9Nk3OZ","F_1o0Y2nbMjXZ1Jls","F_1mf0eh5BWIr0Sg5",6
"55","F_1hJZqTl8MA7HPUq","R_3Oid3SvjCnfxx0D","6401487a8b40ee3232782990","1","4","5","9","7","2","6","8","3","10","Likable","Female",30,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",5,"F_1okjeLNnnE0ptZi","F_25EoTM2h4cFmj5U","F_1ikThkbbMIMMH0I","F_1jWgE6Xc6XpSFIJ","F_1hJZqTl8MA7HPUq","F_1mf0eh5BWIr0Sg5","F_1o0Y2nbMjXZ1Jls","F_1k0T4yHXh6oltUO","F_24P3Bk4Nz9Nk3OZ","F_21FycR1TezOTMM1",6
"56","F_1ikThkbbMIMMH0I","R_2alZGlvsjCXFWrj","58d3dad59dbe3f0001258f66","8","1","9","10","4","5","7","6","3","2","Likable","Female",53,"White or Caucasian","Associates or technical degree","7_advice",5,"F_24P3Bk4Nz9Nk3OZ","F_1okjeLNnnE0ptZi","F_1k0T4yHXh6oltUO","F_21FycR1TezOTMM1","F_1o0Y2nbMjXZ1Jls","F_25EoTM2h4cFmj5U","F_1ikThkbbMIMMH0I","F_1jWgE6Xc6XpSFIJ","F_1hJZqTl8MA7HPUq","F_1mf0eh5BWIr0Sg5",7
"57","F_1IMfBA6RxONJjkS","R_2D0o69l6vmJYo3J","63f7a77c747a28d5fbcfede9","9","3","10","1","6","2","5","8","7","4","Likable","Female",31,"Black or African American","Associates or technical degree","9_advice",7,"F_12s9TGUgS0qHAq7","F_12r0RshbNJLfE1Z","F_1CD74E5ONr28NNw","F_10oejnEV2ERi5HX","F_12awRKxduNjMyEk","F_10YiUUKrh7JgI30","F_1CecDFT0KKP76GX","F_1Fb3bFSft2sboNG","F_1IMfBA6RxONJjkS","F_1K1t4tjbmrfAK47",5
"58","F_1IMfBA6RxONJjkS","R_1zf6w3UNW6AaYdX","5f2755111425fa5484311fc4","5","9","4","3","1","10","6","7","8","2","Accurate","Female",31,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","8_advice",7,"F_1CD74E5ONr28NNw","F_1Fb3bFSft2sboNG","F_10YiUUKrh7JgI30","F_1CecDFT0KKP76GX","F_12r0RshbNJLfE1Z","F_12awRKxduNjMyEk","F_1K1t4tjbmrfAK47","F_1IMfBA6RxONJjkS","F_12s9TGUgS0qHAq7","F_10oejnEV2ERi5HX",5
"59","F_1IMfBA6RxONJjkS","R_3R7yPG5z124Fgs2","5cc78069714158000168f17f","7","10","5","1","8","3","2","4","6","9","Accurate","Female",34,"White or Caucasian","Associates or technical degree","1_advice",5,"F_1IMfBA6RxONJjkS","F_1CD74E5ONr28NNw","F_10oejnEV2ERi5HX","F_1CecDFT0KKP76GX","F_12awRKxduNjMyEk","F_12s9TGUgS0qHAq7","F_12r0RshbNJLfE1Z","F_10YiUUKrh7JgI30","F_1K1t4tjbmrfAK47","F_1Fb3bFSft2sboNG",5
"60","F_1IMfBA6RxONJjkS","R_PZIc7JYYaotFCEN","5f5bcd84009333376363c9aa","3","8","2","10","5","1","6","4","9","7","Accurate","Female",43,"White or Caucasian","Bachelor’s degree","10_advice",7,"F_10oejnEV2ERi5HX","F_1CD74E5ONr28NNw","F_12s9TGUgS0qHAq7","F_12awRKxduNjMyEk","F_1K1t4tjbmrfAK47","F_1CecDFT0KKP76GX","F_12r0RshbNJLfE1Z","F_10YiUUKrh7JgI30","F_1Fb3bFSft2sboNG","F_1IMfBA6RxONJjkS",5
"61","F_1IMfBA6RxONJjkS","R_3iyTGQvk9637GXV","5a1980eb5d06850001b00d84","8","7","2","3","5","1","10","9","4","6","Likable","Female",33,"Asian","Bachelor’s degree","2_advice",5,"F_1CD74E5ONr28NNw","F_1IMfBA6RxONJjkS","F_1CecDFT0KKP76GX","F_10oejnEV2ERi5HX","F_10YiUUKrh7JgI30","F_12r0RshbNJLfE1Z","F_1Fb3bFSft2sboNG","F_12awRKxduNjMyEk","F_12s9TGUgS0qHAq7","F_1K1t4tjbmrfAK47",5
"62","F_1IMfBA6RxONJjkS","R_Wp5QqyjGfGxZy5r","63f4232ecb9cf97c37f0d2eb","2","8","7","6","5","4","10","9","1","3","Accurate","Female",59,"White or Caucasian","High school diploma or GED","3_advice",7,"F_1K1t4tjbmrfAK47","F_1Fb3bFSft2sboNG","F_1IMfBA6RxONJjkS","F_12s9TGUgS0qHAq7","F_10YiUUKrh7JgI30","F_10oejnEV2ERi5HX","F_1CD74E5ONr28NNw","F_12awRKxduNjMyEk","F_12r0RshbNJLfE1Z","F_1CecDFT0KKP76GX",5
"63","F_1IygysIWEzMiCyp","R_3DbZcQlp8aqrA5n","5e7e0e92b7838b4aca1b6fca","5","4","1","6","2","8","7","3","10","9","Accurate","Male",53,"White or Caucasian","Some college, but no degree","7_advice",7,"F_12rLDBLowOuKG2d","F_1EYjR4qjVDKj7mz","F_1LcKk6QK4gIlwpS","F_1FnbFkmOxfv1Znv","F_1QsVprSgmipnTXa","F_1QLxIxugpe3ReV0","F_1IygysIWEzMiCyp","F_1N4il3f9nlInp2a","F_12JV7zcZsUeAkNI","F_1KlmPWco7yo9h1L",7
"64","F_1IygysIWEzMiCyp","R_2QAEZzcOR0iulk7","60370fb9821755a90ad3b880","3","4","8","10","7","6","5","2","9","1","Accurate","Male",60,"White or Caucasian","Bachelor’s degree","5_advice",7,"F_1N4il3f9nlInp2a","F_1LcKk6QK4gIlwpS","F_1EYjR4qjVDKj7mz","F_12JV7zcZsUeAkNI","F_1IygysIWEzMiCyp","F_1QLxIxugpe3ReV0","F_1FnbFkmOxfv1Znv","F_1QsVprSgmipnTXa","F_12rLDBLowOuKG2d","F_1KlmPWco7yo9h1L",7
"65","F_1IygysIWEzMiCyp","R_24dfUuuk4Gj2yXG","644fbef8b6f538ee922362d0","3","4","5","10","8","7","1","9","2","6","Likable","Male",23,"White or Caucasian","Bachelor’s degree","6_advice",6,"F_1QsVprSgmipnTXa","F_12rLDBLowOuKG2d","F_1EYjR4qjVDKj7mz","F_1KlmPWco7yo9h1L","F_1QLxIxugpe3ReV0","F_1IygysIWEzMiCyp","F_1LcKk6QK4gIlwpS","F_12JV7zcZsUeAkNI","F_1N4il3f9nlInp2a","F_1FnbFkmOxfv1Znv",7
"66","F_1k0T4yHXh6oltUO","R_2YAfOqAXc6O32g3","642b2d8a7b84306d49e2f4b0","8","3","2","9","7","1","10","4","5","6","Accurate","Female",40,"White or Caucasian","High school diploma or GED","5_advice",3,"F_1jWgE6Xc6XpSFIJ","F_1okjeLNnnE0ptZi","F_1ikThkbbMIMMH0I","F_21FycR1TezOTMM1","F_1k0T4yHXh6oltUO","F_1mf0eh5BWIr0Sg5","F_1hJZqTl8MA7HPUq","F_25EoTM2h4cFmj5U","F_1o0Y2nbMjXZ1Jls","F_24P3Bk4Nz9Nk3OZ",6
"67","F_1k0T4yHXh6oltUO","R_3ISLCY2ycnCkeIs","62c30176058c10bd7dc3bdfb","7","9","5","4","2","3","10","6","1","8","Accurate","Female",41,"White or Caucasian","Bachelor’s degree","1_advice",5,"F_1k0T4yHXh6oltUO","F_21FycR1TezOTMM1","F_1hJZqTl8MA7HPUq","F_1o0Y2nbMjXZ1Jls","F_1mf0eh5BWIr0Sg5","F_1okjeLNnnE0ptZi","F_24P3Bk4Nz9Nk3OZ","F_1ikThkbbMIMMH0I","F_1jWgE6Xc6XpSFIJ","F_25EoTM2h4cFmj5U",6
"68","F_1k0T4yHXh6oltUO","R_1puv56v6KAI7CBW","603202f68083d81c26b50318","5","9","7","8","2","6","10","4","1","3","Likable","Female",60,"White or Caucasian","High school diploma or GED","3_advice",4,"F_1o0Y2nbMjXZ1Jls","F_1ikThkbbMIMMH0I","F_1k0T4yHXh6oltUO","F_25EoTM2h4cFmj5U","F_1jWgE6Xc6XpSFIJ","F_24P3Bk4Nz9Nk3OZ","F_21FycR1TezOTMM1","F_1hJZqTl8MA7HPUq","F_1mf0eh5BWIr0Sg5","F_1okjeLNnnE0ptZi",6
"69","F_1k0T4yHXh6oltUO","R_2uTEjsydrLoMMbi","644937c89b446a14875aed54","2","3","5","9","4","7","8","10","6","1","Accurate","Female",54,"Black or African American","Bachelor’s degree","6_advice",6,"F_1jWgE6Xc6XpSFIJ","F_1o0Y2nbMjXZ1Jls","F_25EoTM2h4cFmj5U","F_24P3Bk4Nz9Nk3OZ","F_1hJZqTl8MA7HPUq","F_1k0T4yHXh6oltUO","F_1ikThkbbMIMMH0I","F_21FycR1TezOTMM1","F_1okjeLNnnE0ptZi","F_1mf0eh5BWIr0Sg5",6
"70","F_1k0T4yHXh6oltUO","R_3Jm8qnR4COVeNYf","611bef869f91f800ad3b193e","8","9","7","2","4","6","10","1","3","5","Likable","Female",72,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","3_advice",8,"F_21FycR1TezOTMM1","F_24P3Bk4Nz9Nk3OZ","F_1k0T4yHXh6oltUO","F_1mf0eh5BWIr0Sg5","F_1hJZqTl8MA7HPUq","F_25EoTM2h4cFmj5U","F_1ikThkbbMIMMH0I","F_1jWgE6Xc6XpSFIJ","F_1okjeLNnnE0ptZi","F_1o0Y2nbMjXZ1Jls",6
"71","F_1k0T4yHXh6oltUO","R_yItV7Dw00xsZaj7","5e3b8f110d41ad3a7bc35019","1","8","10","7","6","5","2","3","4","9","Likable","Female",31,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","4_advice",3,"F_25EoTM2h4cFmj5U","F_24P3Bk4Nz9Nk3OZ","F_21FycR1TezOTMM1","F_1k0T4yHXh6oltUO","F_1ikThkbbMIMMH0I","F_1jWgE6Xc6XpSFIJ","F_1mf0eh5BWIr0Sg5","F_1okjeLNnnE0ptZi","F_1o0Y2nbMjXZ1Jls","F_1hJZqTl8MA7HPUq",6
"72","F_1K1t4tjbmrfAK47","R_2rvgxvLkmbbgVN4","56d89fc04a9be10005541745","9","10","2","3","6","7","5","8","4","1","Likable","Female",61,"White or Caucasian","Some college, but no degree","6_advice",3,"F_1Fb3bFSft2sboNG","F_12awRKxduNjMyEk","F_10oejnEV2ERi5HX","F_12r0RshbNJLfE1Z","F_10YiUUKrh7JgI30","F_1K1t4tjbmrfAK47","F_1CecDFT0KKP76GX","F_1CD74E5ONr28NNw","F_1IMfBA6RxONJjkS","F_12s9TGUgS0qHAq7",6
"73","F_1K1t4tjbmrfAK47","R_301Z9fmZumYvdbU","636694f5d3b82c1a8279cf72","3","4","1","10","6","9","2","5","7","8","Accurate","Female",70,"White or Caucasian","Some college, but no degree","9_advice",7,"F_1CecDFT0KKP76GX","F_1CD74E5ONr28NNw","F_12s9TGUgS0qHAq7","F_1Fb3bFSft2sboNG","F_12r0RshbNJLfE1Z","F_12awRKxduNjMyEk","F_10oejnEV2ERi5HX","F_1IMfBA6RxONJjkS","F_1K1t4tjbmrfAK47","F_10YiUUKrh7JgI30",6
"74","F_1K1t4tjbmrfAK47","R_2bUh6HQpgvULBKp","5c31847f10677f0001ddc781","7","4","3","1","8","5","6","9","10","2","Accurate","Female",38,"White or Caucasian","High school diploma or GED","1_advice",7,"F_1K1t4tjbmrfAK47","F_1CecDFT0KKP76GX","F_12s9TGUgS0qHAq7","F_12r0RshbNJLfE1Z","F_12awRKxduNjMyEk","F_10YiUUKrh7JgI30","F_1CD74E5ONr28NNw","F_1Fb3bFSft2sboNG","F_1IMfBA6RxONJjkS","F_10oejnEV2ERi5HX",6
"75","F_1KlmPWco7yo9h1L","R_125THwrT79rgwuj","605fa46fdafbf129160d1777","2","3","6","7","8","9","10","5","4","1","Likable","Male",28,"White or Caucasian","Bachelor’s degree","4_advice",7,"F_1QsVprSgmipnTXa","F_12rLDBLowOuKG2d","F_1FnbFkmOxfv1Znv","F_1KlmPWco7yo9h1L","F_1QLxIxugpe3ReV0","F_12JV7zcZsUeAkNI","F_1IygysIWEzMiCyp","F_1EYjR4qjVDKj7mz","F_1N4il3f9nlInp2a","F_1LcKk6QK4gIlwpS",7
"76","F_1KlmPWco7yo9h1L","R_1jYYSU1yIhGCczc","5d47292b4bfe1600016925ac","8","3","4","10","1","9","7","5","6","2","Likable","Male",30,"White or Caucasian","Bachelor’s degree","7_advice",7,"F_12JV7zcZsUeAkNI","F_1LcKk6QK4gIlwpS","F_12rLDBLowOuKG2d","F_1IygysIWEzMiCyp","F_1N4il3f9nlInp2a","F_1QLxIxugpe3ReV0","F_1KlmPWco7yo9h1L","F_1EYjR4qjVDKj7mz","F_1FnbFkmOxfv1Znv","F_1QsVprSgmipnTXa",7
"77","F_1KlmPWco7yo9h1L","R_xxbpMIe7zpbnQDD","5e6d8c46f93a0c35d1f82335","8","1","7","4","6","9","10","3","5","2","Accurate","Male",43,"White or Caucasian","Associates or technical degree","3_advice",7,"F_12rLDBLowOuKG2d","F_1N4il3f9nlInp2a","F_1KlmPWco7yo9h1L","F_1EYjR4qjVDKj7mz","F_1IygysIWEzMiCyp","F_1QLxIxugpe3ReV0","F_12JV7zcZsUeAkNI","F_1LcKk6QK4gIlwpS","F_1FnbFkmOxfv1Znv","F_1QsVprSgmipnTXa",7
"78","F_1KlmPWco7yo9h1L","R_3NPONLhyTWUSfq4","5a9c44d2f05361000172055b","5","10","3","1","4","6","7","8","9","2","Likable","Male",33,"White or Caucasian,Other","Bachelor’s degree","7_advice",1,"F_12rLDBLowOuKG2d","F_12JV7zcZsUeAkNI","F_1FnbFkmOxfv1Znv","F_1QsVprSgmipnTXa","F_1EYjR4qjVDKj7mz","F_1N4il3f9nlInp2a","F_1KlmPWco7yo9h1L","F_1QLxIxugpe3ReV0","F_1IygysIWEzMiCyp","F_1LcKk6QK4gIlwpS",7
"79","F_1KlmPWco7yo9h1L","R_1hJRcp4YaKVCHds","61719bfec06e3136189edb55","7","6","4","5","8","2","10","3","9","1","Likable","Male",39,"White or Caucasian","Some college, but no degree","1_advice",5,"F_1KlmPWco7yo9h1L","F_1QLxIxugpe3ReV0","F_1EYjR4qjVDKj7mz","F_12rLDBLowOuKG2d","F_1IygysIWEzMiCyp","F_1QsVprSgmipnTXa","F_12JV7zcZsUeAkNI","F_1N4il3f9nlInp2a","F_1FnbFkmOxfv1Znv","F_1LcKk6QK4gIlwpS",7
"80","F_1KlmPWco7yo9h1L","R_2WSGcT0EHHqBJiK","600c167e28de48080e812884","8","9","7","10","6","5","1","2","3","4","Likable","Male",56,"White or Caucasian","Bachelor’s degree","3_advice",5,"F_1IygysIWEzMiCyp","F_12JV7zcZsUeAkNI","F_1KlmPWco7yo9h1L","F_1QLxIxugpe3ReV0","F_1FnbFkmOxfv1Znv","F_12rLDBLowOuKG2d","F_1LcKk6QK4gIlwpS","F_1QsVprSgmipnTXa","F_1N4il3f9nlInp2a","F_1EYjR4qjVDKj7mz",7
"81","F_1KlmPWco7yo9h1L","R_3qkTvOaR98WtVb0","57d810f1813eb30001825b65","1","9","10","7","5","3","4","6","2","8","Likable","Male",47,"White or Caucasian","Bachelor’s degree","4_advice",7,"F_1EYjR4qjVDKj7mz","F_12JV7zcZsUeAkNI","F_1QLxIxugpe3ReV0","F_1KlmPWco7yo9h1L","F_1N4il3f9nlInp2a","F_1QsVprSgmipnTXa","F_1FnbFkmOxfv1Znv","F_12rLDBLowOuKG2d","F_1LcKk6QK4gIlwpS","F_1IygysIWEzMiCyp",7
"82","F_1l45HlWyABVMmUO","R_3qsbmDUx3ZnDDkB","5f48e9e36d9c7b3b69c5ed4f","7","5","1","4","2","8","9","3","10","6","Accurate","Male",38,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","1_advice",7,"F_1l45HlWyABVMmUO","F_1l4RdX9meeYIQHv","F_1gcqHGx99dsU613","F_1pMyxId534OOBIU","F_1cSL5Dlk3so8Qbs","F_22PRBS7sAKesi1e","F_216tuE7djcP5pdf","F_1mrqtqp6pXX5bRw","F_1rcuPXlQG7SB8fx","F_1dh5rEyzeewfHUq",8
"83","F_1l45HlWyABVMmUO","R_2Se6KwNHtZ74mO9","59014a56baa70f0001ea4c3b","5","10","8","3","4","9","6","2","1","7","Accurate","Male",39,"White or Caucasian","Bachelor’s degree","10_advice",6,"F_1l4RdX9meeYIQHv","F_216tuE7djcP5pdf","F_22PRBS7sAKesi1e","F_1cSL5Dlk3so8Qbs","F_1mrqtqp6pXX5bRw","F_1rcuPXlQG7SB8fx","F_1dh5rEyzeewfHUq","F_1pMyxId534OOBIU","F_1gcqHGx99dsU613","F_1l45HlWyABVMmUO",8
"84","F_1NaaAojAuyPxT8k","R_W0QNhDhduu0QmY1","6155609ae4758d33409c8db2","5","1","7","6","9","10","8","2","3","4","Likable","Female",33,"Other","Some college, but no degree","3_advice",9,"F_1dFasm2Tcbncr9Y","F_1ghdLASNWhsSnP5","F_1NaaAojAuyPxT8k","F_1LC3xa0eqEaRlyU","F_1QbwEf4Nbyt0CrA","F_1LNbhp7By5V2P9z","F_1ezR34bv5nNEhLY","F_1LwiPfy6dIh9SRq","F_1hGB5DuTOaOCGsE","F_1gpywMhp6rK6IUY",5
"85","F_1o0Y2nbMjXZ1Jls","R_2YmL7zvYtqm3LLb","5e0a2f6377f8652c6fc3f887","3","4","1","7","10","9","5","6","8","2","Likable","Female",30,"White or Caucasian","Some college, but no degree","4_advice",7,"F_1hJZqTl8MA7HPUq","F_1jWgE6Xc6XpSFIJ","F_1mf0eh5BWIr0Sg5","F_1o0Y2nbMjXZ1Jls","F_21FycR1TezOTMM1","F_1ikThkbbMIMMH0I","F_24P3Bk4Nz9Nk3OZ","F_25EoTM2h4cFmj5U","F_1k0T4yHXh6oltUO","F_1okjeLNnnE0ptZi",5
"86","F_1o0Y2nbMjXZ1Jls","R_3Pcwo9oGKcUC6x3","60b575de24d596147b9b1e40","9","10","1","7","4","6","3","5","8","2","Likable","Female",32,"White or Caucasian","Bachelor’s degree","4_advice",7,"F_25EoTM2h4cFmj5U","F_24P3Bk4Nz9Nk3OZ","F_1mf0eh5BWIr0Sg5","F_1o0Y2nbMjXZ1Jls","F_1jWgE6Xc6XpSFIJ","F_1ikThkbbMIMMH0I","F_1hJZqTl8MA7HPUq","F_1k0T4yHXh6oltUO","F_21FycR1TezOTMM1","F_1okjeLNnnE0ptZi",5
"87","F_1o0Y2nbMjXZ1Jls","R_1nZoo6SDEfl4ge5","5e65061173afb2277765b53b","9","3","8","1","7","2","6","5","4","10","Likable","Female",34,"White or Caucasian","Associates or technical degree","5_advice",7,"F_25EoTM2h4cFmj5U","F_1mf0eh5BWIr0Sg5","F_1hJZqTl8MA7HPUq","F_1okjeLNnnE0ptZi","F_1o0Y2nbMjXZ1Jls","F_1jWgE6Xc6XpSFIJ","F_21FycR1TezOTMM1","F_24P3Bk4Nz9Nk3OZ","F_1ikThkbbMIMMH0I","F_1k0T4yHXh6oltUO",5
"88","F_1okjeLNnnE0ptZi","R_2wsLOatusW3GAFG","643b08f018a63ef0b7512212","2","10","7","3","8","9","1","5","6","4","Accurate","Female",66,"White or Caucasian","Some college, but no degree","3_advice",7,"F_1o0Y2nbMjXZ1Jls","F_21FycR1TezOTMM1","F_1okjeLNnnE0ptZi","F_1k0T4yHXh6oltUO","F_24P3Bk4Nz9Nk3OZ","F_1ikThkbbMIMMH0I","F_1mf0eh5BWIr0Sg5","F_1hJZqTl8MA7HPUq","F_25EoTM2h4cFmj5U","F_1jWgE6Xc6XpSFIJ",3
"89","F_1pMyxId534OOBIU","R_bOtIm6H2zTtmKnT","644f8d16ccd1e37f4b73e086","11","2","3","4","5","6","7","8","9","10","Accurate","Male",54,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",7,"F_22PRBS7sAKesi1e","F_1gcqHGx99dsU613","F_1cSL5Dlk3so8Qbs","F_1rcuPXlQG7SB8fx","F_1l45HlWyABVMmUO","F_1mrqtqp6pXX5bRw","F_1pMyxId534OOBIU","F_1dh5rEyzeewfHUq","F_1l4RdX9meeYIQHv","F_216tuE7djcP5pdf",4
"90","F_1pMyxId534OOBIU","R_1Ej9A5kDEB5ickI","62698063a6912c0277b32f57","6","10","4","5","3","1","7","8","2","9","Likable","Male",28,"White or Caucasian","Bachelor’s degree","7_advice",6,"F_22PRBS7sAKesi1e","F_1l45HlWyABVMmUO","F_1cSL5Dlk3so8Qbs","F_216tuE7djcP5pdf","F_1l4RdX9meeYIQHv","F_1gcqHGx99dsU613","F_1pMyxId534OOBIU","F_1rcuPXlQG7SB8fx","F_1mrqtqp6pXX5bRw","F_1dh5rEyzeewfHUq",4
"91","F_1QbwEf4Nbyt0CrA","R_1BPenMkCSazsOC6","5dd1dc9110420023be388e5d","8","6","4","9","3","5","10","7","1","2","Accurate","Female",46,"White or Caucasian","High school diploma or GED","8_advice",1,"F_1ezR34bv5nNEhLY","F_1NaaAojAuyPxT8k","F_1LwiPfy6dIh9SRq","F_1gpywMhp6rK6IUY","F_1hGB5DuTOaOCGsE","F_1ghdLASNWhsSnP5","F_1dFasm2Tcbncr9Y","F_1QbwEf4Nbyt0CrA","F_1LNbhp7By5V2P9z","F_1LC3xa0eqEaRlyU",7
"92","F_1QbwEf4Nbyt0CrA","R_6W2AJ9f0mESJszv","5f4bdc989ed8777ca5c963b3","2","1","9","8","5","10","6","7","3","4","Likable","Female",24,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","8_advice",7,"F_1LwiPfy6dIh9SRq","F_1ghdLASNWhsSnP5","F_1ezR34bv5nNEhLY","F_1NaaAojAuyPxT8k","F_1gpywMhp6rK6IUY","F_1dFasm2Tcbncr9Y","F_1LNbhp7By5V2P9z","F_1QbwEf4Nbyt0CrA","F_1hGB5DuTOaOCGsE","F_1LC3xa0eqEaRlyU",7
"93","F_1QbwEf4Nbyt0CrA","R_11iIKrGyrjvxr0g","57962a6e2fc0d400012c808e","10","8","2","1","9","3","5","7","4","6","Accurate","Female",60,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","8_advice",5,"F_1dFasm2Tcbncr9Y","F_1LC3xa0eqEaRlyU","F_1LNbhp7By5V2P9z","F_1LwiPfy6dIh9SRq","F_1gpywMhp6rK6IUY","F_1hGB5DuTOaOCGsE","F_1ghdLASNWhsSnP5","F_1QbwEf4Nbyt0CrA","F_1NaaAojAuyPxT8k","F_1ezR34bv5nNEhLY",7
"94","F_1rcuPXlQG7SB8fx","R_21ufmlwYKKIW2or","6433c0a0d4f699c45c47981d","3","2","6","4","10","7","9","5","8","1","Likable","Male",35,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",4,"F_1gcqHGx99dsU613","F_22PRBS7sAKesi1e","F_1pMyxId534OOBIU","F_1cSL5Dlk3so8Qbs","F_1l4RdX9meeYIQHv","F_1rcuPXlQG7SB8fx","F_1l45HlWyABVMmUO","F_216tuE7djcP5pdf","F_1dh5rEyzeewfHUq","F_1mrqtqp6pXX5bRw",8
"95","F_1rcuPXlQG7SB8fx","R_pPBPflf8FeONUiJ","5aa9153235237b00011322e9","8","7","1","4","3","6","10","5","2","9","Accurate","Male",34,"Black or African American","High school diploma or GED","2_advice",7,"F_22PRBS7sAKesi1e","F_1rcuPXlQG7SB8fx","F_1l4RdX9meeYIQHv","F_1cSL5Dlk3so8Qbs","F_1gcqHGx99dsU613","F_1mrqtqp6pXX5bRw","F_1l45HlWyABVMmUO","F_216tuE7djcP5pdf","F_1pMyxId534OOBIU","F_1dh5rEyzeewfHUq",8
