StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID2,QID3,QID21_First Click,QID21_Last Click,QID21_Page Submit,QID21_Click Count,CT&PS4,CT&PS6,CT&PS8,EI1,EI4,EI5,EI9,S&C4,S&C6,S&C8,Guess,Guess_L,Age,Gender,Ethnicity,Education,Comments,SC0,PROLIFIC_PID,default,Score
2024-05-16 12:18:30,2024-05-16 12:24:32,IP Address,108.73.107.27,100,362,True,2024-05-16 12:24:33,R_7Y1IUwq9ugjIJkB,,,,,41.4377,-81.8088,anonymous,EN,I agree to participate.,61030f5dbce8843411a01c3d,1.303,287.575,300.024,31,Once in a blue moon,Painless operation,Small Talk,playful,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,28,Female,White or Caucasian,Bachelor’s degree,N/a,8,61030f5dbce8843411a01c3d,Low,8
2024-05-16 12:17:12,2024-05-16 12:24:35,IP Address,71.217.64.206,100,443,True,2024-05-16 12:24:36,R_2nc1RXSzVJUbcbK,,,,,35.313,-79.341,anonymous,EN,I agree to participate.,5ed427e3bcd0c00b58a177c0,2.293,246.597,301.44,16,Once in a blue moon,overstool,small talk,playful,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,26,Male,Black or African American,High school diploma or GED,,7,5ed427e3bcd0c00b58a177c0,Low,7
2024-05-16 12:15:43,2024-05-16 12:25:00,IP Address,100.4.105.22,100,557,True,2024-05-16 12:25:01,R_8sc7aiibD1VEXBD,,,,,36.8375,-76.0976,anonymous,EN,I agree to participate.,66463a30baea3318abca0425,10.687,295.229,300.165,13,once moon,operation,talk,playful,irritated,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,34,Female,Asian,Associates or technical degree,,3,66463a30baea3318abca0425,Low,3
2024-05-16 12:19:08,2024-05-16 12:25:27,IP Address,172.59.81.60,100,378,True,2024-05-16 12:25:28,R_10xmS8CdtCIoVLX,,,,,38.1608,-85.7807,anonymous,EN,I agree to participate.,650dc4baafc4dc1243a13f13,16.75,194.216,300.106,16,COMMON,OPERATION,WALK,irritated,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,23,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,4,650dc4baafc4dc1243a13f13,High,4
2024-05-16 12:13:16,2024-05-16 12:25:29,IP Address,71.203.148.213,100,733,True,2024-05-16 12:25:30,R_7BrM7KTNShf1cyZ,,,,,30.3511,-81.506,anonymous,EN,I agree to participate.,5b5c3b266b25590001778ea1,1.082,157.837,301.848,20,once in a blue moon,operation without pain,small talk,playful,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,41,Male,Asian,Associates or technical degree,,7,5b5c3b266b25590001778ea1,High,7
2024-05-16 12:19:08,2024-05-16 12:25:58,IP Address,131.252.143.51,100,409,True,2024-05-16 12:25:59,R_2dsO5Afc1z8iNRn,,,,,45.5073,-122.6929,anonymous,EN,I agree to participate.,5ed59b175d4222135fddf229,3.567,213.549,301.909,11,Once in a blue moon,Operation,small talk,playful,irritated,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,52,Male,White or Caucasian,Bachelor’s degree,,6,5ed59b175d4222135fddf229,Low,6
2024-05-16 12:19:06,2024-05-16 12:26:01,IP Address,99.145.228.144,100,414,True,2024-05-16 12:26:01,R_1JFcVvsfxq8kB9C,,,,,33.8654,-84.3385,anonymous,EN,I agree to participate.,66294db6d68dbd70fb31fb3c,2.788,264.532,300.087,17,once in a blue moon,PAINLESS OPERATION,"small talk ",playful,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,32,Male,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,7,66294db6d68dbd70fb31fb3c,High,7
2024-05-16 12:18:18,2024-05-16 12:26:11,IP Address,73.110.31.233,100,473,True,2024-05-16 12:26:12,R_1SdxvrACAt4uecB,,,,,41.5636,-88.2157,anonymous,EN,I agree to participate.,5d6f332829c25100188a4a27,6.105,260.108,300.016,18,,,speaking,playful,sarcastic,dispirited,affectionate,Speaking confidently,To understand and respect cultural differences,"""I appreciate your honesty but let's ignore what's bad and focus on what's good. What did you like about it?""",,Compete against the Low Performer Group,29,Male,Black or African American,High school diploma or GED,no,2,5d6f332829c25100188a4a27,Low,2
2024-05-16 12:16:23,2024-05-16 12:26:25,IP Address,107.206.195.227,100,602,True,2024-05-16 12:26:26,R_32WdMaMetM0rwoJ,,,,,36.6841,-121.7886,anonymous,EN,I agree to participate.,584626b7e0ba710001a47438,3.147,105.751,300.205,12,once,,talk,bored,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,33,Male,Other,"Some college, but no degree",,4,584626b7e0ba710001a47438,High,4
2024-05-16 12:18:30,2024-05-16 12:26:28,IP Address,98.115.105.110,100,477,True,2024-05-16 12:26:28,R_1prLWsrpl4dMKGd,,,,,40.2673,-74.9487,anonymous,EN,I agree to participate.,605f61f6a2529d666698844b,4.069,282.964,300.018,14,once in a blue moon,painless operation,small talk,playful,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,60,Female,White or Caucasian,Bachelor’s degree,,9,605f61f6a2529d666698844b,Low,9
2024-05-16 12:19:16,2024-05-16 12:26:41,IP Address,69.127.14.72,100,444,True,2024-05-16 12:26:42,R_58BxqeuvBW468dU,,,,,40.8518,-73.8705,anonymous,EN,I agree to participate.,6010a8d40410bb4361630b89,25.149,271.743,300.187,56,once in a blue moon,,small talk,playful,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,61,Female,Other,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6,6010a8d40410bb4361630b89,Low,6
2024-05-16 12:11:13,2024-05-16 12:26:55,IP Address,172.56.222.13,100,941,True,2024-05-16 12:26:55,R_2P7BzO5ajjqTepc,,,,,40.0359,-75.145,anonymous,EN,I agree to participate.,65d587bdbb77499449d5e178,79.411,299.925,300.131,38,mooncone,operation,talk,playful,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,,Compete against the High Performer Group,,61,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,4,65d587bdbb77499449d5e178,High,4
2024-05-16 12:18:32,2024-05-16 12:27:12,IP Address,174.228.235.196,100,519,True,2024-05-16 12:27:13,R_8i4fPtDrURzPmHL,,,,,39.745,-75.0924,anonymous,EN,I agree to participate.,57656f6c2bfddf000125cce5,21.226,284.03,300.026,14,once in a blue moon,operation,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,39,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6,57656f6c2bfddf000125cce5,Low,6
2024-05-16 12:18:39,2024-05-16 12:27:40,IP Address,97.120.27.234,100,541,True,2024-05-16 12:27:41,R_2qBKa2hYEPJBowp,,,,,45.5472,-122.6417,anonymous,EN,I agree to participate.,62e0715747189999644b9868,13.946,210.589,300.033,12,oncemoon,,Talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,,Compete against the Low Performer Group,,27,Male,Asian,Bachelor’s degree,,3,62e0715747189999644b9868,High,3
2024-05-16 12:16:20,2024-05-16 12:27:42,IP Address,174.204.196.235,100,682,True,2024-05-16 12:27:43,R_8MGWwwDOerRIFrP,,,,,45.5173,-122.6398,anonymous,EN,I agree to participate.,6489f5f10dc480fe353ca487,1.27,395.437,395.792,127,Once,"Creator ",Talk,comforting,irritated,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",Compete against the High Performer Group,,60,Male,Black or African American,Bachelor’s degree,"It was alright 
",3,6489f5f10dc480fe353ca487,High,3
2024-05-16 12:15:18,2024-05-16 12:28:00,IP Address,68.41.226.10,100,761,True,2024-05-16 12:28:01,R_5NgZxaVpPfxmGg0,,,,,42.5138,-82.9396,anonymous,EN,I agree to participate.,5ef42ba59401801d9f859e2d,3.954,156.526,300.027,10,Once in a blue moon,,Small talk,irritated,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,40,Male,White or Caucasian,High school diploma or GED,Great Survey Thank You,7,5ef42ba59401801d9f859e2d,Low,7
2024-05-16 12:21:27,2024-05-16 12:28:47,IP Address,162.237.234.147,100,440,True,2024-05-16 12:28:48,R_2IBjcoA2ZKLmGio,,,,,37.1137,-93.2896,anonymous,EN,I agree to participate.,5b257a0fbee7c80001f4a0c1,9.278,285.702,300.132,15,no,overstock,speak,irritated,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,49,Female,White or Caucasian,"Some college, but no degree",,5,5b257a0fbee7c80001f4a0c1,Low,5
2024-05-16 12:23:35,2024-05-16 12:30:54,IP Address,174.59.172.173,100,439,True,2024-05-16 12:30:55,R_1MAKFS02PPoislU,,,,,40.296,-75.9894,anonymous,EN,I agree to participate.,5f4fef64fd3fc113300fbb44,1.601,285.538,300.033,17,once in a blue moon,,small talk,irritated,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,37,Male,Asian,Bachelor’s degree,,5,5f4fef64fd3fc113300fbb44,High,5
2024-05-16 12:15:58,2024-05-16 12:30:57,IP Address,172.59.67.8,100,898,True,2024-05-16 12:30:58,R_7f36tvsTWrCdCdb,,,,,30.1918,-81.6028,anonymous,EN,I agree to participate.,65e3321b89bd7513faa0cb76,5.486,552.492,576.558,81,Once in the moon,"Overthrow ","Long talk ",playful,sarcastic,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,25,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",No,4,65e3321b89bd7513faa0cb76,Low,4
2024-05-16 12:24:14,2024-05-16 12:31:18,IP Address,35.138.77.55,100,424,True,2024-05-16 12:31:19,R_6hawMpHKqP1PGKt,,,,,28.0331,-81.9391,anonymous,EN,I agree to participate.,63279085ec65a992cc521187,5.809,285.34,300.112,25,once in a blue moon,"over ",small talk,playful,irritated,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,28,Female,Other,Associates or technical degree,no,5,63279085ec65a992cc521187,High,5
2024-05-16 12:18:46,2024-05-16 12:32:38,IP Address,71.190.16.27,100,832,True,2024-05-16 12:32:39,R_5yd5E0Y8i7pihDz,,,,,40.6462,-73.9559,anonymous,EN,I agree to participate.,6605f575db29f06270dcdd68,21.407,296.778,300.136,74,once on moon,over the top,"talk conversate ",irritated,worried,uneasy,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the High Performer Group,51,Male,Black or African American,"Some college, but no degree","This was a good study. Hopefully , I will do well in the 2nd part. See you soon. Thank you,",4,6605f575db29f06270dcdd68,Low,4
2024-05-16 12:21:04,2024-05-16 12:33:42,IP Address,174.207.237.169,100,757,True,2024-05-16 12:33:42,R_5QWL9VVx26fODAq,,,,,39.1638,-84.4517,anonymous,EN,I agree to participate.,6604567de774a31fa7fcd288,28.171,281.439,300.125,13,once moon (full moon),op,talk (express yourself),playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I appreciate your honesty but let's ignore what's bad and focus on what's good. What did you like about it?""",Compete against the Low Performer Group,,52,Female,White or Caucasian,Some high school or less,"I had enough time to get back in my answers, was changing over to operation for question number 2 or 3, then it's when your page switched to the next window. Could you, please, take OPERATION as my answer. Thanks! Since English is not my native language, better stick with the group that performed less points. ",3,6604567de774a31fa7fcd288,High,3
2024-05-16 12:23:53,2024-05-16 12:36:37,IP Address,212.116.254.241,100,763,True,2024-05-16 12:36:37,R_8mluLGN8WtmaHrh,,,,,39.0469,-77.4903,anonymous,EN,I agree to participate.,65b00390ec6477cad19388eb,1.694,222.682,301.668,16,moon once,,small talk,comforting,worried,uneasy,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I appreciate your honesty but let's ignore what's bad and focus on what's good. What did you like about it?""",Compete against the High Performer Group,,48,Male,Black or African American,Bachelor’s degree,,6,65b00390ec6477cad19388eb,High,6
2024-05-16 12:32:58,2024-05-16 12:39:41,IP Address,73.77.64.249,100,403,True,2024-05-16 12:39:42,R_2ohuBT5gtrs78Bk,,,,,29.7212,-95.3626,anonymous,EN,I agree to participate.,66463a24b4d200d0f600ff67,3.248,292.039,301.634,80,"Come on once.""  However, this guess might not be accurate without more context. If there's a specific theme or additional clues, please provide them, and I can refine my guess further.",talk,,playful,worried,apologetic,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,34,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,5,66463a24b4d200d0f600ff67,Low,5
2024-05-16 12:39:28,2024-05-16 12:45:45,IP Address,68.234.152.21,100,377,True,2024-05-16 12:45:46,R_5iw2tVudVnmYPCW,,,,,39.9597,-75.1995,anonymous,EN,I agree to participate.,65cb7691255c006ed6ad4b3c,10.454,294.846,300.125,24,move on,,small talk,irritated,worried,uneasy,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the High Performer Group,23,Female,Asian,Bachelor’s degree,,6,65cb7691255c006ed6ad4b3c,Low,6
2024-05-16 12:16:36,2024-05-16 12:51:48,IP Address,172.58.121.34,100,2111,True,2024-05-16 12:51:48,R_3xo7kooiYdpIm2t,,,,,42.4327,-83.0396,anonymous,EN,I agree to participate.,664374cc8a801ccc6c371881,10.251,297.8,300.23,86,Moonceon,Overto,Talk,playful,worried,uneasy,aghast,Speaking confidently,To understand and respect cultural differences,,Compete against the High Performer Group,,26,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,4,664374cc8a801ccc6c371881,High,4
2024-05-16 12:45:44,2024-05-16 12:52:59,IP Address,24.45.234.108,100,434,True,2024-05-16 12:52:59,R_2iU7KitAEN8XLaA,,,,,41.0641,-73.548,anonymous,EN,I agree to participate.,605ff0746397c26c436b88af,1.087,164.784,301.43,20,once in a blue moon,painless operation,small talk,playful,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,34,Female,Asian,Bachelor’s degree,,9,605ff0746397c26c436b88af,High,9
2024-05-16 13:00:33,2024-05-16 13:08:05,IP Address,172.3.182.55,100,451,True,2024-05-16 13:08:06,R_8rYcaHi0EnQHlIY,,,,,41.1137,-87.8694,anonymous,EN,I agree to participate.,5cfe0c0b09897800014ff31b,6.29,267.725,300.021,22,once in a blue moon,painless operation,small talk,playful,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the High Performer Group,25,Female,White or Caucasian,"Some college, but no degree",,7,5cfe0c0b09897800014ff31b,Low,7
2024-05-16 10:59:54,2024-05-16 11:00:24,IP Address,65.185.80.131,19,29,False,2024-05-16 20:58:39,R_25UiZ2OyDLeE2B3,,,,,,,anonymous,EN,I agree to participate.,63d02c1f6a00a2ad12d30a83,,,,,,,,,,,,,,,,,,,,,,0,63d02c1f6a00a2ad12d30a83,,
2024-05-16 10:23:17,2024-05-16 10:28:00,IP Address,204.242.1.180,19,282,False,2024-05-16 20:58:39,R_3OOOXACZf9bqVeg,,,,,,,anonymous,EN,I agree to participate.,65a91cbc3df4dbc87d07da98,,,,,,,,,,,,,,,,,,,,,,0,65a91cbc3df4dbc87d07da98,,
2024-05-16 11:10:00,2024-05-16 11:12:11,IP Address,47.201.192.236,19,131,False,2024-05-16 20:58:39,R_3DMscukTLKeE7Kh,,,,,,,anonymous,EN,I agree to participate.,5d0e7ce13fe2d0001999c056,,,,,,,,,,,,,,,,,,,,,,0,5d0e7ce13fe2d0001999c056,,
2024-05-16 11:58:03,2024-05-16 12:00:39,IP Address,72.83.168.24,19,156,False,2024-05-16 20:58:39,R_2DBIDr9yh4an4QN,,,,,,,anonymous,EN,I agree to participate.,5c95970cd676900016e1a940,,,,,,,,,,,,,,,,,,,,,,0,5c95970cd676900016e1a940,,
2024-05-16 10:54:43,2024-05-16 11:01:31,IP Address,73.216.230.214,19,408,False,2024-05-16 20:58:39,R_59AyoYc5fN8lCc9,,,,,,,anonymous,EN,I agree to participate.,63bd8ba027dca507cb1629de,,,,,,,,,,,,,,,,,,,,,,0,63bd8ba027dca507cb1629de,,
2024-05-16 11:26:51,2024-05-16 11:30:45,IP Address,97.100.45.148,19,234,False,2024-05-16 20:58:40,R_5969ChmK9X72Yyl,,,,,,,anonymous,EN,I agree to participate.,63e40d7b1a88578e3c993478,,,,,,,,,,,,,,,,,,,,,,0,63e40d7b1a88578e3c993478,,
2024-05-16 11:10:48,2024-05-16 11:11:56,IP Address,173.72.133.50,19,68,False,2024-05-16 20:58:40,R_3peXM71SPvcBJoH,,,,,,,anonymous,EN,I agree to participate.,663123c7cd06d34ba070c614,,,,,,,,,,,,,,,,,,,,,,0,663123c7cd06d34ba070c614,,
2024-05-16 12:17:52,2024-05-16 12:20:34,IP Address,107.211.20.15,12,161,False,2024-05-16 20:58:40,R_1tgIEhZBBMf55da,,,,,,,anonymous,EN,I agree to participate.,55c5d75efdf99b255411b190,,,,,,,,,,,,,,,,,,,,,,0,55c5d75efdf99b255411b190,,
2024-05-16 12:07:52,2024-05-16 12:16:12,IP Address,73.44.181.235,19,499,False,2024-05-16 20:58:40,R_60oA2OGJBfsNsRz,,,,,,,anonymous,EN,I agree to participate.,6489fae0691611ad1852bcf6,,,,,,,,,,,,,,,,,,,,,,0,6489fae0691611ad1852bcf6,,
2024-05-16 12:12:14,2024-05-16 14:47:13,IP Address,98.25.104.103,62,9298,False,2024-05-16 20:58:41,R_23Uy2x8op3HeQHD,,,,,,,anonymous,EN,I agree to participate.,64360d6189dec3ac8afc9a78,7.104,29.564,301.764,5,full moon,,,,,,,,,,,,,,,,,0,64360d6189dec3ac8afc9a78,Low,
2024-05-16 12:12:57,2024-05-16 12:13:24,IP Address,100.33.145.192,12,27,False,2024-05-16 20:58:41,R_2wma5Zn6dUQ92Cd,,,,,,,anonymous,EN,I agree to participate.,65fc55f0dd070026d29006a8,,,,,,,,,,,,,,,,,,,,,,0,65fc55f0dd070026d29006a8,,
2024-05-16 11:49:55,2024-05-16 11:50:12,IP Address,74.130.234.224,12,16,False,2024-05-16 20:58:41,R_3QgtJh6BAnZuDTI,,,,,,,anonymous,EN,I agree to participate.,5be8353e33f40a0001031d7a,,,,,,,,,,,,,,,,,,,,,,0,5be8353e33f40a0001031d7a,,
2024-05-16 11:59:05,2024-05-16 12:58:29,IP Address,98.110.59.128,62,3564,False,2024-05-16 20:58:41,R_3LB6CxzCZgYmCQ1,,,,,,,anonymous,EN,I agree to participate.,63d82bdd6e3e4573e8c70e07,19.128,171.564,300.038,21,,,talk,comforting,irritated,dispirited,doubtful,Using professional vocabulary,To avoid communication with people from different cultures,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,,,,,,,1,63d82bdd6e3e4573e8c70e07,Low,
2024-05-16 12:08:38,2024-05-16 12:09:17,IP Address,24.242.24.151,19,39,False,2024-05-16 20:58:43,R_83EKxZYW0EIdROx,,,,,,,anonymous,EN,I agree to participate.,658400102871818387a49d0f,,,,,,,,,,,,,,,,,,,,,,0,658400102871818387a49d0f,,
2024-05-16 12:23:42,2024-05-16 12:30:42,IP Address,23.24.216.42,19,419,False,2024-05-16 20:58:43,R_8Cv2Dbl0MTOIz5y,,,,,,,anonymous,EN,I agree to participate.,66153ad7a274b2406fb97132,,,,,,,,,,,,,,,,,,,,,,0,66153ad7a274b2406fb97132,,
2024-05-16 12:17:19,2024-05-16 12:23:12,IP Address,204.242.1.210,19,352,False,2024-05-16 20:58:43,R_73r6u5aqv8ubA3W,,,,,,,anonymous,EN,I agree to participate.,65bcf9efb00356d8d9187fde,,,,,,,,,,,,,,,,,,,,,,0,65bcf9efb00356d8d9187fde,,
2024-05-16 11:40:40,2024-05-16 11:43:05,IP Address,76.200.140.145,12,145,False,2024-05-16 20:58:43,R_7JFQ6Zh6qi9a8DK,,,,,,,anonymous,EN,I agree to participate.,65cd252065e6e71ce098fad0,,,,,,,,,,,,,,,,,,,,,,0,65cd252065e6e71ce098fad0,,
2024-05-16 12:05:14,2024-05-16 12:10:17,IP Address,67.242.142.22,19,303,False,2024-05-16 20:58:43,R_74SloQjig23ngRP,,,,,,,anonymous,EN,I agree to participate.,66463bfea2143b465677add6,,,,,,,,,,,,,,,,,,,,,,0,66463bfea2143b465677add6,,
2024-05-16 12:18:17,2024-05-16 12:19:08,IP Address,104.251.81.5,19,50,False,2024-05-16 20:58:43,R_1PppMdVlKdAoTrr,,,,,,,anonymous,EN,I agree to participate.,66129009942b07e31c6289ff,,,,,,,,,,,,,,,,,,,,,,0,66129009942b07e31c6289ff,,
