"","ResponseId","PROLIFIC_PID","ranking_1","ranking_2","ranking_3","ranking_4","ranking_5","ranking_6","ranking_7","ranking_8","ranking_9","ranking_10","Condition","gender","age","ethnicity","education","name","Advice","duplicates","url.0.URL","url.1.URL","url.2.URL","url.3.URL","url.4.URL","url.5.URL","url.6.URL","url.7.URL","url.8.URL","url.9.URL","Target"
"46","R_d0wpZWvzoP0ize1","5dced33fc944d1018c53c520","3","10","1","4","9","2","5","8","7","6","Accurate","Female",47,"Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","9_advice",10,FALSE,"F_5q1WcRlH1P2gLIt","F_3scAHdnVWjYAWT7","F_3mledP9WHL1nk2Y","F_3koEac1UPBj367k","F_3psWDYGyjG2QLgE","F_3kNgtYslBd4bD8U","F_3ksP8jpBDlWChAi","F_3qJsykkAPnjfcV4","F_3lWvSdQYyrXM0Rq","F_3qwohznQZAj3hNZ","F_3lWvSdQYyrXM0Rq"
"47","R_sZ0VnwX7AF2868V","62f557535db76f7f4ab860c7","7","3","9","6","8","2","4","1","10","5","Accurate","Male",32,"White or Caucasian","Bachelor’s degree","1_advice",7,FALSE,"F_9Ks7ILke9fUQs7v","F_AATGqTnExreKRi1","F_BET7hov8aDkiZOx","F_AjkW0hNtl913rz3","F_BDFXHQ0dXTUXbq1","F_9BQ4IXgnLqB3oRj","F_RdYd39PfJo9Hdq9","F_8j4noxw04iQGn61","F_BFLcss9x2Tvi9IR","F_AczV8tMxnVgiQh3","F_9Ks7ILke9fUQs7v"
"48","R_1DDawYYZdsfjngF","627286792f25495f123cc27b","1","3","7","8","10","5","9","4","2","6","Accurate","Male",44,"White or Caucasian","Some college, but no degree","3_advice",6,FALSE,"F_8j4noxw04iQGn61","F_9BQ4IXgnLqB3oRj","F_BDFXHQ0dXTUXbq1","F_BET7hov8aDkiZOx","F_BFLcss9x2Tvi9IR","F_AjkW0hNtl913rz3","F_9Ks7ILke9fUQs7v","F_AczV8tMxnVgiQh3","F_AATGqTnExreKRi1","F_RdYd39PfJo9Hdq9","F_BDFXHQ0dXTUXbq1"
"49","R_2U5Bhn5BhTpvDGV","5f7b8d1186b828165dae8e5f","8","7","2","10","6","1","5","9","3","4","Accurate","Male",59,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","2_advice",6,FALSE,"F_BDFXHQ0dXTUXbq1","F_AjkW0hNtl913rz3","F_AATGqTnExreKRi1","F_BFLcss9x2Tvi9IR","F_AczV8tMxnVgiQh3","F_8j4noxw04iQGn61","F_BET7hov8aDkiZOx","F_9Ks7ILke9fUQs7v","F_9BQ4IXgnLqB3oRj","F_RdYd39PfJo9Hdq9","F_AjkW0hNtl913rz3"
"50","R_u4cRzNb4o5elbYR","61018fd6e1c6509680d873d5","10","8","4","6","5","1","9","3","7","2","Accurate","Male",32,"White or Caucasian","Bachelor’s degree","9_advice",7,FALSE,"F_3rNwdLykFI43rWW","F_3kiaDZn4cpU5p72","F_3iL4KwJpeNyIPJ6","F_3luxiABX8flWKck","F_3Rmdi1Wk3hFqlXN","F_3lxitubjKJvf8Yz","F_3q8ndAoNJ0R4Wbo","F_3n9mtYUejGwTCKm","F_3nd3SeNdJ4L8Bt8","F_3fSOlW9p8N8ewto","F_3nd3SeNdJ4L8Bt8"
"51","R_1jP4q9bewhesrGy","5c27e76978fad500019328cc","4","3","9","1","10","2","7","5","6","8","Accurate","Male",38,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",7,FALSE,"F_cu6ncOGl0003Vdf","F_aWOW8dtf77NGDUR","F_UaS1pbP6buG9R5v","F_cGwjIv1Me8Foy6R","F_XsKLe8K7s6v7XFL","F_Y084SesxxMFrK1j","F_bDflVSCwQ5T32YV","F_Rldzxw5991JTtdL","F_W8a4AC7Hcq5au7n","F_djxWmICEq9IbIgF","F_bDflVSCwQ5T32YV"
"52","R_2aK6uKtbcgrV0dB","5ee11eb5636ea94d3ad43e3b","4","7","5","6","2","8","9","1","3","10","Likable","Male",42,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","2_advice",7,FALSE,"F_2zRRqU6SHcUFaBd","F_31vFp1Dx1utyFVT","F_32UQWIzcYNUchmQ","F_2zNmLuwPqX4SYJF","F_30db916mTyjk39D","F_2rqZtB48z8BNpCM","F_2zUPd9YuIKJ6mHG","F_2ty4iYYcHhxBDCO","F_2sbByozzEoFAlYg","F_31LNY1ZNgOPHAhT","F_31vFp1Dx1utyFVT"
"53","R_263gz9k7vD9o4Ql","55f244e632af740012170458","5","6","7","8","4","3","9","10","2","1","Likable","Male",42,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","3_advice",5,FALSE,"F_eeTctm8tZFFu6FX","F_spsKbfkPlT3eM8N","F_vAAySSnAcir9QPL","F_eOPbcWdbr6f9o89","F_pGhLnbwBeXlrfBT","F_vTawvGNAM9DTbYR","F_rdKZweMde9RAQzD","F_zev0nx0Xbza9t7z","F_rrquzuXUWb2McPT","F_xh0FG9fPtcEcNyx","F_vAAySSnAcir9QPL"
"54","R_2VjxXixWLVKLkQd","5f4fef64fd3fc113300fbb44","8","9","4","5","7","1","3","6","2","10","Likable","Male",36,"Asian","Bachelor’s degree","5_advice",6,FALSE,"F_W8a4AC7Hcq5au7n","F_UaS1pbP6buG9R5v","F_Rldzxw5991JTtdL","F_bDflVSCwQ5T32YV","F_djxWmICEq9IbIgF","F_cGwjIv1Me8Foy6R","F_aWOW8dtf77NGDUR","F_cu6ncOGl0003Vdf","F_Y084SesxxMFrK1j","F_XsKLe8K7s6v7XFL","F_djxWmICEq9IbIgF"
"55","R_301M8wtBTEwj3Cl","63bd8c8f03965fcab1bbb917","7","5","10","4","9","8","1","2","6","3","Likable","Female",28,"White or Caucasian","Associates or technical degree","1_advice",5,FALSE,"F_2ePD2jGJu5LQOIU","F_2dG79BQ86EYC6xy","F_2fy2vQzo7RiLI29","F_2bIBgJo4SNw0OGt","F_2bNMbNUHwOsjSfQ","F_2tm9Iv45wzDeg7l","F_2flbSZ3386sePEL","F_2wh2IDjsftRJb8j","F_2eOQV6PXKbOAo65","F_2xY7c4yHNgf5XQr","F_2ePD2jGJu5LQOIU"
"56","R_3NVnwNmXrTpSNep","5e83b43765a5720e30b71b37","2","8","5","9","1","4","6","3","10","7","Accurate","Male",22,"White or Caucasian","Bachelor’s degree","10_advice",7,FALSE,"F_1QsVprSgmipnTXa","F_12JV7zcZsUeAkNI","F_1EYjR4qjVDKj7mz","F_1QLxIxugpe3ReV0","F_1LcKk6QK4gIlwpS","F_12rLDBLowOuKG2d","F_1KlmPWco7yo9h1L","F_1N4il3f9nlInp2a","F_1IygysIWEzMiCyp","F_1FnbFkmOxfv1Znv","F_1FnbFkmOxfv1Znv"
"57","R_2c0myLKuCmuoFnW","6245c8c532cdc22633ecbf3f","7","1","2","5","3","8","6","9","4","10","Accurate","Male",27,"White or Caucasian","Bachelor’s degree","1_advice",6,FALSE,"F_rdKZweMde9RAQzD","F_xh0FG9fPtcEcNyx","F_pGhLnbwBeXlrfBT","F_eOPbcWdbr6f9o89","F_rrquzuXUWb2McPT","F_vAAySSnAcir9QPL","F_eeTctm8tZFFu6FX","F_zev0nx0Xbza9t7z","F_vTawvGNAM9DTbYR","F_spsKbfkPlT3eM8N","F_rdKZweMde9RAQzD"
"58","R_28SsSkrW7au0f6D","5ac440da9534ba0001c736da","7","10","8","1","9","2","3","5","4","6","Accurate","Male",41,"White or Caucasian","Associates or technical degree","1_advice",5,FALSE,"F_1FnbFkmOxfv1Znv","F_1QLxIxugpe3ReV0","F_1KlmPWco7yo9h1L","F_1LcKk6QK4gIlwpS","F_12JV7zcZsUeAkNI","F_1EYjR4qjVDKj7mz","F_1QsVprSgmipnTXa","F_1N4il3f9nlInp2a","F_12rLDBLowOuKG2d","F_1IygysIWEzMiCyp","F_1FnbFkmOxfv1Znv"
"59","R_2TnkLHoGdeLlgLM","5e8519a0da382910980598ad","7","3","6","2","8","5","1","9","10","4","Likable","Male",46,"White or Caucasian","Associates or technical degree","1_advice",7,FALSE,"F_3J2WiCj4IjCRx9J","F_3EiETVaiV7uiVLw","F_3Gdr9o0jIvHrGWs","F_3ESxU6eaq94BEod","F_3R8Dr7UXmFs86vA","F_3QK7h1gq6NJYf86","F_3GpQNZQJOly5LsW","F_3Rg2AjlBD9J7Epr","F_3GdFAV4fIewANfW","F_3PuXIED1rTFJX9h","F_3J2WiCj4IjCRx9J"
"60","R_3oTH152NNWtBlUr","61021d1ed8573fa2e07871ec","7","3","8","1","6","2","4","10","5","9","Accurate","Female",32,"Asian","Bachelor’s degree","1_advice",7,FALSE,"F_12awRKxduNjMyEk","F_1IMfBA6RxONJjkS","F_10YiUUKrh7JgI30","F_10oejnEV2ERi5HX","F_1K1t4tjbmrfAK47","F_12r0RshbNJLfE1Z","F_12s9TGUgS0qHAq7","F_1CD74E5ONr28NNw","F_1CecDFT0KKP76GX","F_1Fb3bFSft2sboNG","F_12awRKxduNjMyEk"
"61","R_ABzQh0D3pIuUt6V","568c67547374ad000cc7448c","10","6","5","3","4","2","7","1","8","9","Likable","Male",40,"White or Caucasian","Bachelor’s degree","7_advice",1,FALSE,"F_XsKLe8K7s6v7XFL","F_Rldzxw5991JTtdL","F_Y084SesxxMFrK1j","F_bDflVSCwQ5T32YV","F_W8a4AC7Hcq5au7n","F_cu6ncOGl0003Vdf","F_aWOW8dtf77NGDUR","F_cGwjIv1Me8Foy6R","F_djxWmICEq9IbIgF","F_UaS1pbP6buG9R5v","F_aWOW8dtf77NGDUR"
"62","R_OCGGn35geXMuAfv","63bd81b156d828632327e2ca","8","10","6","1","3","2","7","9","5","4","Likable","Female",32,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",1,FALSE,"F_3qwohznQZAj3hNZ","F_3lWvSdQYyrXM0Rq","F_5q1WcRlH1P2gLIt","F_3qJsykkAPnjfcV4","F_3ksP8jpBDlWChAi","F_3scAHdnVWjYAWT7","F_3psWDYGyjG2QLgE","F_3kNgtYslBd4bD8U","F_3mledP9WHL1nk2Y","F_3koEac1UPBj367k","F_3psWDYGyjG2QLgE"
"63","R_1g86oSzVYBf73Z7","615dd1eb2702a672f7db49f1","10","6","8","9","7","1","3","5","2","4","Likable","Female",37,"White or Caucasian","Some college, but no degree","5_advice",7,FALSE,"F_1Fb3bFSft2sboNG","F_12s9TGUgS0qHAq7","F_1K1t4tjbmrfAK47","F_12awRKxduNjMyEk","F_10YiUUKrh7JgI30","F_12r0RshbNJLfE1Z","F_10oejnEV2ERi5HX","F_1CD74E5ONr28NNw","F_1CecDFT0KKP76GX","F_1IMfBA6RxONJjkS","F_10YiUUKrh7JgI30"
"64","R_wRvNaA5S8ZlDKud","63fb616a798d079c9ee0a7ff","4","5","1","3","10","6","7","8","9","2","Accurate","Male",49,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",7,FALSE,"F_aWOW8dtf77NGDUR","F_Rldzxw5991JTtdL","F_cu6ncOGl0003Vdf","F_Y084SesxxMFrK1j","F_UaS1pbP6buG9R5v","F_bDflVSCwQ5T32YV","F_djxWmICEq9IbIgF","F_XsKLe8K7s6v7XFL","F_W8a4AC7Hcq5au7n","F_cGwjIv1Me8Foy6R","F_djxWmICEq9IbIgF"
"65","R_1LwIHOdS9kLf1Yg","55cfefc334e9060012e573c0","9","1","10","4","5","8","7","2","6","3","Accurate","Male",68,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",6,FALSE,"F_djxWmICEq9IbIgF","F_Rldzxw5991JTtdL","F_bDflVSCwQ5T32YV","F_UaS1pbP6buG9R5v","F_cu6ncOGl0003Vdf","F_aWOW8dtf77NGDUR","F_XsKLe8K7s6v7XFL","F_cGwjIv1Me8Foy6R","F_Y084SesxxMFrK1j","F_W8a4AC7Hcq5au7n","F_XsKLe8K7s6v7XFL"
"66","R_2P5ctIcj7T2frPL","5faefcc22be93b11829e84df","10","3","1","2","7","4","8","6","9","5","Accurate","Male",28,"Asian","Bachelor’s degree","5_advice",5,FALSE,"F_3q8ndAoNJ0R4Wbo","F_3n9mtYUejGwTCKm","F_3fSOlW9p8N8ewto","F_3iL4KwJpeNyIPJ6","F_3rNwdLykFI43rWW","F_3Rmdi1Wk3hFqlXN","F_3lxitubjKJvf8Yz","F_3luxiABX8flWKck","F_3nd3SeNdJ4L8Bt8","F_3kiaDZn4cpU5p72","F_3rNwdLykFI43rWW"
"67","R_1Ivl1jEcZ1cc9T7","604dff87be5115f1266d3963","9","10","1","2","6","7","5","4","3","8","Likable","Male",60,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",7,FALSE,"F_9Ks7ILke9fUQs7v","F_BFLcss9x2Tvi9IR","F_8j4noxw04iQGn61","F_BET7hov8aDkiZOx","F_RdYd39PfJo9Hdq9","F_BDFXHQ0dXTUXbq1","F_AczV8tMxnVgiQh3","F_AATGqTnExreKRi1","F_9BQ4IXgnLqB3oRj","F_AjkW0hNtl913rz3","F_BDFXHQ0dXTUXbq1"
"68","R_PIOmhVgSIxq62hb","63b37db51662f3a9e9a48c42","7","1","6","9","4","2","8","3","5","10","Likable","Male",55,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","1_advice",5,FALSE,"F_1dh5rEyzeewfHUq","F_1gcqHGx99dsU613","F_216tuE7djcP5pdf","F_22PRBS7sAKesi1e","F_1mrqtqp6pXX5bRw","F_1pMyxId534OOBIU","F_1l45HlWyABVMmUO","F_1cSL5Dlk3so8Qbs","F_1l4RdX9meeYIQHv","F_1rcuPXlQG7SB8fx","F_1dh5rEyzeewfHUq"
"69","R_b71sAuRnMc4Z0FX","63e52887901151aff92a8c11","8","4","5","3","7","10","1","6","2","9","Accurate","Male",27,"White or Caucasian","Bachelor’s degree","5_advice",7,FALSE,"F_2SJHPgJExaZV9dD","F_2S2X1YwaNf2jg5Y","F_2D79Z7IMYok2EJL","F_2EbqxUIxsoZh86t","F_2A0XS21S1xFDhcf","F_2P8dAbbylEFAIIv","F_2UWLFxoMrEDwbGY","F_2TIfZib7lh6SlEK","F_2U4yLeE4ig5Tlm4","F_2OSH6c5r5dEQ8bH","F_2A0XS21S1xFDhcf"
"70","R_3L2bQLrGQpHUGyo","57d70b2247180e0001f100e3","2","7","1","10","5","8","9","4","3","6","Accurate","Male",41,"White or Caucasian","Some college, but no degree","2_advice",7,FALSE,"F_1gcqHGx99dsU613","F_22PRBS7sAKesi1e","F_1pMyxId534OOBIU","F_1l45HlWyABVMmUO","F_1mrqtqp6pXX5bRw","F_1rcuPXlQG7SB8fx","F_1dh5rEyzeewfHUq","F_1cSL5Dlk3so8Qbs","F_1l4RdX9meeYIQHv","F_216tuE7djcP5pdf","F_22PRBS7sAKesi1e"
"71","R_2ffdu5m9eSjCrRx","583492b3ef3ec1000175ee76","1","3","9","7","8","10","2","4","6","5","Accurate","Male",34,"White or Caucasian","Associates or technical degree","4_advice",6,FALSE,"F_2bObhWVEeUX95rB","F_2qDb7rlgGSBrGaB","F_2qat8eEGitOzdNk","F_2WP5vO5hQ8fqX32","F_2cqQJAkDBvFa7xu","F_2X0AtHS0T9w4W6p","F_2b1WvETvZdlBk9L","F_2fkbeyEnBnr5OvX","F_2aWUU2D0gW9Dtt0","F_2pVo0aEud3wtOS8","F_2WP5vO5hQ8fqX32"
"72","R_210wayY2ndHY5HZ","55bce852fdf99b268358f83b","8","9","2","5","10","3","1","4","7","6","Accurate","Male",34,"White or Caucasian","Associates or technical degree","9_advice",7,FALSE,"F_2OSH6c5r5dEQ8bH","F_2A0XS21S1xFDhcf","F_2UWLFxoMrEDwbGY","F_2U4yLeE4ig5Tlm4","F_2P8dAbbylEFAIIv","F_2EbqxUIxsoZh86t","F_2D79Z7IMYok2EJL","F_2S2X1YwaNf2jg5Y","F_2TIfZib7lh6SlEK","F_2SJHPgJExaZV9dD","F_2TIfZib7lh6SlEK"
"73","R_29j3WdvRu97jKqo","608981c1be83df6a5452398e","1","3","4","5","7","8","9","2","10","6","Likable","Female",35,"White or Caucasian","Bachelor’s degree","5_advice",7,FALSE,"F_6n8yU5rvBdx8mWJ","F_DcawXnxN2Pu1s6B","F_9slh31DfkNT7Oh3","F_SN1CWjSfGlcIMsV","F_SE3qYKxgbtOGDVD","F_Qb9ajJaV29FlfHj","F_C2DFx7l8HSIdpMB","F_DB2MdxBaNy36Zvb","F_6mRsw6XyeMbrRuh","F_DOwPkAjsVUA7pQZ","F_SE3qYKxgbtOGDVD"
"74","R_1jYYSU1yIhGCczc","5d47292b4bfe1600016925ac","8","3","4","10","1","9","7","5","6","2","Likable","Male",30,"White or Caucasian","Bachelor’s degree","7_advice",7,FALSE,"F_12JV7zcZsUeAkNI","F_1LcKk6QK4gIlwpS","F_12rLDBLowOuKG2d","F_1IygysIWEzMiCyp","F_1N4il3f9nlInp2a","F_1QLxIxugpe3ReV0","F_1KlmPWco7yo9h1L","F_1EYjR4qjVDKj7mz","F_1FnbFkmOxfv1Znv","F_1QsVprSgmipnTXa","F_1KlmPWco7yo9h1L"
"75","R_plAUX1Cdjz9W7fz","60284b049e884437b220b172","10","2","3","5","6","9","8","4","1","7","Likable","Female",44,"White or Caucasian","Associates or technical degree","10_advice",6,FALSE,"F_1Fb3bFSft2sboNG","F_10oejnEV2ERi5HX","F_12r0RshbNJLfE1Z","F_12s9TGUgS0qHAq7","F_12awRKxduNjMyEk","F_10YiUUKrh7JgI30","F_1CD74E5ONr28NNw","F_1IMfBA6RxONJjkS","F_1K1t4tjbmrfAK47","F_1CecDFT0KKP76GX","F_1CecDFT0KKP76GX"
"76","R_0cVwrQZlE6NxVIJ","612568764b0193f4200118de","7","2","5","3","9","10","6","1","8","4","Accurate","Female",25,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","1_advice",5,FALSE,"F_2ePD2jGJu5LQOIU","F_2wh2IDjsftRJb8j","F_2bIBgJo4SNw0OGt","F_2eOQV6PXKbOAo65","F_2bNMbNUHwOsjSfQ","F_2dG79BQ86EYC6xy","F_2tm9Iv45wzDeg7l","F_2xY7c4yHNgf5XQr","F_2fy2vQzo7RiLI29","F_2flbSZ3386sePEL","F_2ePD2jGJu5LQOIU"
"77","R_1hJRcp4YaKVCHds","61719bfec06e3136189edb55","7","6","4","5","8","2","10","3","9","1","Likable","Male",39,"White or Caucasian","Some college, but no degree","1_advice",5,FALSE,"F_1KlmPWco7yo9h1L","F_1QLxIxugpe3ReV0","F_1EYjR4qjVDKj7mz","F_12rLDBLowOuKG2d","F_1IygysIWEzMiCyp","F_1QsVprSgmipnTXa","F_12JV7zcZsUeAkNI","F_1N4il3f9nlInp2a","F_1FnbFkmOxfv1Znv","F_1LcKk6QK4gIlwpS","F_1KlmPWco7yo9h1L"
"78","R_1plhRb8LV3Hhj5S","63e51e847dc27b854c65e81e","6","8","9","10","2","4","7","5","1","3","Accurate","Male",19,"Asian","Some college, but no degree","7_advice",6,FALSE,"F_2bObhWVEeUX95rB","F_2X0AtHS0T9w4W6p","F_2pVo0aEud3wtOS8","F_2fkbeyEnBnr5OvX","F_2qDb7rlgGSBrGaB","F_2WP5vO5hQ8fqX32","F_2qat8eEGitOzdNk","F_2cqQJAkDBvFa7xu","F_2b1WvETvZdlBk9L","F_2aWUU2D0gW9Dtt0","F_2qat8eEGitOzdNk"
"79","R_xfty13te4EY2xX3","5c61c7c590c46f00016a3598","4","7","6","9","10","8","5","2","3","1","Accurate","Male",32,"White or Caucasian","Bachelor’s degree","2_advice",7,FALSE,"F_AATGqTnExreKRi1","F_BDFXHQ0dXTUXbq1","F_AczV8tMxnVgiQh3","F_9Ks7ILke9fUQs7v","F_BFLcss9x2Tvi9IR","F_BET7hov8aDkiZOx","F_AjkW0hNtl913rz3","F_9BQ4IXgnLqB3oRj","F_RdYd39PfJo9Hdq9","F_8j4noxw04iQGn61","F_BDFXHQ0dXTUXbq1"
"80","R_27ExruBqKGOIF8U","62f690f77c6fe10beb13d7b9","2","8","7","1","5","10","3","9","6","4","Likable","Male",30,"White or Caucasian","Bachelor’s degree","3_advice",7,FALSE,"F_1mrqtqp6pXX5bRw","F_22PRBS7sAKesi1e","F_1dh5rEyzeewfHUq","F_1l4RdX9meeYIQHv","F_1pMyxId534OOBIU","F_1l45HlWyABVMmUO","F_1gcqHGx99dsU613","F_1rcuPXlQG7SB8fx","F_216tuE7djcP5pdf","F_1cSL5Dlk3so8Qbs","F_1dh5rEyzeewfHUq"
"81","R_CeN5LL6NYhhRMNr","641362d81af3f4a99cb3ff2d","9","6","5","7","10","8","2","1","3","4","Likable","Male",27,"White or Caucasian","Some college, but no degree","4_advice",5,FALSE,"F_2A0XS21S1xFDhcf","F_2SJHPgJExaZV9dD","F_2D79Z7IMYok2EJL","F_2OSH6c5r5dEQ8bH","F_2P8dAbbylEFAIIv","F_2TIfZib7lh6SlEK","F_2EbqxUIxsoZh86t","F_2U4yLeE4ig5Tlm4","F_2UWLFxoMrEDwbGY","F_2S2X1YwaNf2jg5Y","F_2OSH6c5r5dEQ8bH"
"82","R_3ikvfQjg2b1lfiM","5e8e7167572c651246e08a7b","3","1","7","8","6","5","2","4","10","9","Likable","Male",42,"Asian","Some college, but no degree","3_advice",6,FALSE,"F_2aWUU2D0gW9Dtt0","F_2b1WvETvZdlBk9L","F_2pVo0aEud3wtOS8","F_2X0AtHS0T9w4W6p","F_2qat8eEGitOzdNk","F_2bObhWVEeUX95rB","F_2fkbeyEnBnr5OvX","F_2qDb7rlgGSBrGaB","F_2WP5vO5hQ8fqX32","F_2cqQJAkDBvFa7xu","F_2pVo0aEud3wtOS8"
"83","R_2WAVj9tl5TnIns2","640a9c59dbc97d5a09a18c6f","9","10","7","3","1","8","2","4","5","6","Likable","Male",19,"White or Caucasian,Black or African American","Some college, but no degree","3_advice",2,FALSE,"F_BET7hov8aDkiZOx","F_BFLcss9x2Tvi9IR","F_9Ks7ILke9fUQs7v","F_AATGqTnExreKRi1","F_8j4noxw04iQGn61","F_AjkW0hNtl913rz3","F_9BQ4IXgnLqB3oRj","F_RdYd39PfJo9Hdq9","F_AczV8tMxnVgiQh3","F_BDFXHQ0dXTUXbq1","F_9Ks7ILke9fUQs7v"
"84","R_1kYYiXTqbG6WKEX","64131a17e759c39fcfbef106","1","3","4","8","2","10","9","5","6","7","Accurate","Female",29,"White or Caucasian","Some college, but no degree","10_advice",7,FALSE,"F_12r0RshbNJLfE1Z","F_1K1t4tjbmrfAK47","F_12awRKxduNjMyEk","F_1IMfBA6RxONJjkS","F_1CecDFT0KKP76GX","F_1Fb3bFSft2sboNG","F_10YiUUKrh7JgI30","F_10oejnEV2ERi5HX","F_1CD74E5ONr28NNw","F_12s9TGUgS0qHAq7","F_12s9TGUgS0qHAq7"
"85","R_3m7QYjlQveVhd3g","5d0c3381da7493001ab3a903","1","5","9","6","10","2","4","7","8","3","Accurate","Male",41,"White or Caucasian","Bachelor’s degree","8_advice",7,FALSE,"F_pGhLnbwBeXlrfBT","F_vAAySSnAcir9QPL","F_spsKbfkPlT3eM8N","F_rdKZweMde9RAQzD","F_eOPbcWdbr6f9o89","F_xh0FG9fPtcEcNyx","F_eeTctm8tZFFu6FX","F_vTawvGNAM9DTbYR","F_zev0nx0Xbza9t7z","F_rrquzuXUWb2McPT","F_vTawvGNAM9DTbYR"
"86","R_dmAtpUapPog0CzL","588caba9ca4f6700019cfafc","3","6","5","7","9","8","2","10","1","4","Likable","Male",41,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","4_advice",3,FALSE,"F_1mrqtqp6pXX5bRw","F_1dh5rEyzeewfHUq","F_1cSL5Dlk3so8Qbs","F_216tuE7djcP5pdf","F_1rcuPXlQG7SB8fx","F_22PRBS7sAKesi1e","F_1l4RdX9meeYIQHv","F_1l45HlWyABVMmUO","F_1gcqHGx99dsU613","F_1pMyxId534OOBIU","F_216tuE7djcP5pdf"
"87","R_2n2j0BxNZQdajip","62349f9ac56251496a619264","2","4","7","6","5","8","9","1","10","3","Likable","Male",49,"White or Caucasian","Some college, but no degree","3_advice",4,FALSE,"F_2fkbeyEnBnr5OvX","F_2b1WvETvZdlBk9L","F_2WP5vO5hQ8fqX32","F_2cqQJAkDBvFa7xu","F_2bObhWVEeUX95rB","F_2qat8eEGitOzdNk","F_2pVo0aEud3wtOS8","F_2aWUU2D0gW9Dtt0","F_2X0AtHS0T9w4W6p","F_2qDb7rlgGSBrGaB","F_2WP5vO5hQ8fqX32"
"88","R_3NPONLhyTWUSfq4","5a9c44d2f05361000172055b","5","10","3","1","4","6","7","8","9","2","Likable","Male",33,"White or Caucasian,Other","Bachelor’s degree","7_advice",1,FALSE,"F_12rLDBLowOuKG2d","F_12JV7zcZsUeAkNI","F_1FnbFkmOxfv1Znv","F_1QsVprSgmipnTXa","F_1EYjR4qjVDKj7mz","F_1N4il3f9nlInp2a","F_1KlmPWco7yo9h1L","F_1QLxIxugpe3ReV0","F_1IygysIWEzMiCyp","F_1LcKk6QK4gIlwpS","F_1KlmPWco7yo9h1L"
"89","R_T1IltFr7sNEBbLX","62a73647a057bfcf74a8d20a","10","8","9","7","1","2","4","5","3","6","Likable","Male",27,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","4_advice",3,FALSE,"F_2rqZtB48z8BNpCM","F_31vFp1Dx1utyFVT","F_31LNY1ZNgOPHAhT","F_2zUPd9YuIKJ6mHG","F_2ty4iYYcHhxBDCO","F_2zRRqU6SHcUFaBd","F_30db916mTyjk39D","F_2sbByozzEoFAlYg","F_32UQWIzcYNUchmQ","F_2zNmLuwPqX4SYJF","F_2zUPd9YuIKJ6mHG"
"90","R_1mw3YYVoNAtb89B","59f62ab95ac99000018b03b5","3","1","2","4","7","5","8","6","9","10","Likable","Male",31,"White or Caucasian","Bachelor’s degree","5_advice",5,FALSE,"F_2D79Z7IMYok2EJL","F_2UWLFxoMrEDwbGY","F_2EbqxUIxsoZh86t","F_2U4yLeE4ig5Tlm4","F_2TIfZib7lh6SlEK","F_2S2X1YwaNf2jg5Y","F_2A0XS21S1xFDhcf","F_2P8dAbbylEFAIIv","F_2SJHPgJExaZV9dD","F_2OSH6c5r5dEQ8bH","F_2TIfZib7lh6SlEK"
"91","R_273CbSgMmAbgwfU","5d63179aa3b94d0001da4bb6","5","9","7","8","2","10","6","1","4","3","Likable","Female",59,"White or Caucasian","Associates or technical degree","3_advice",4,FALSE,"F_1LwiPfy6dIh9SRq","F_1gpywMhp6rK6IUY","F_1ezR34bv5nNEhLY","F_1QbwEf4Nbyt0CrA","F_1NaaAojAuyPxT8k","F_1dFasm2Tcbncr9Y","F_1hGB5DuTOaOCGsE","F_1LNbhp7By5V2P9z","F_1LC3xa0eqEaRlyU","F_1ghdLASNWhsSnP5","F_1ezR34bv5nNEhLY"
"92","R_2v92ffDxzNbvMbT","5f4d07b4fae27694de8f5af1","2","3","6","5","4","10","7","8","1","9","Accurate","Female",56,"White or Caucasian","Bachelor’s degree","7_advice",3,FALSE,"F_2y0ZAHSnXimOSw1","F_3JlAQMDyJYDbkEt","F_2zAMGyWpLKzIKIZ","F_3HudzLjXZAzWqJw","F_3G0xHm2ntQIYLtA","F_3ESy6vi6DegIdJX","F_3CNjf3SLA9bSheU","F_3D2qhuNcusWIpF0","F_3FLPTD3bNguBklU","F_3FLJxK0EXQwispy","F_3CNjf3SLA9bSheU"
